run_id,epoch,train_recon,train_vq,val_recon,best_val_recon,is_best,phase,learning_rate
quality_v1_unet2_ds4x2_k64-003-resume,176,0.00560784,0.03492305,0.00699084,0.00524740,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,177,0.00548692,0.03465165,0.00560987,0.00524740,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,178,0.00541702,0.03452925,0.00538948,0.00524740,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,179,0.00549141,0.03469810,0.00532924,0.00524740,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,180,0.00543811,0.03469328,0.00523419,0.00523419,1,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,181,0.00538216,0.03456984,0.00739550,0.00523419,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,182,0.00544497,0.03476704,0.00538832,0.00523419,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,183,0.00542999,0.03476259,0.00563130,0.00523419,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,184,0.00542199,0.03476020,0.00538185,0.00523419,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,185,0.00539931,0.03467211,0.00547231,0.00523419,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,186,0.00540851,0.03479712,0.00529629,0.00523419,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,187,0.00539834,0.03479070,0.00574063,0.00523419,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,188,0.00541707,0.03490993,0.00559144,0.00523419,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,189,0.00544294,0.03498785,0.01263432,0.00523419,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,190,0.00551617,0.03531837,0.00518786,0.00518786,1,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,191,0.00535243,0.03473804,0.00527589,0.00518786,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,192,0.00539275,0.03481709,0.00529692,0.00518786,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,193,0.00539084,0.03508318,0.00551306,0.00518786,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,194,0.00537069,0.03490070,0.00519633,0.00518786,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,195,0.00537231,0.03483527,0.00534607,0.00518786,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,196,0.00536630,0.03493972,0.00564575,0.00518786,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,197,0.00540655,0.03507327,0.00535683,0.00518786,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,198,0.00537587,0.03509369,0.00568369,0.00518786,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,199,0.00535908,0.03503285,0.00590517,0.00518786,0,Phase3-微调,2.5e-05
quality_v1_unet2_ds4x2_k64-003-resume,200,0.00538532,0.03517222,0.00551795,0.00518786,0,Phase3-微调,1.25e-05
